text,label
Is feeling efficient somethingt o worry about?,Anxiety
I have been dealing with skin burn for a week,Burn
Painful feeling down on m yleft side,Depression
It started as a hacking cough but now it's worse,Cough
I am exepriencing can't stop coughing,Cough
Severe panic attcak,Anxiety
"Doctor, I have room is spinning",Dizziness
Not sure if it is pain in chesto r something else,Chest Pain
I have touched something hot,Burn
Severe ahrd stool,Constipation
Sudden pain in tooth,Toothache
Mild blurry vision,Eye Pain
Do you think blurry vision is serious?,Eye Pain
Suffering from acne for 3 days,Acne
Do you think tight chest is serious?,Chest Pain
Constant allergies keeps me awake,Allergies
Can you help with earache?,Earache
I have been dealing with breakouts for a week,Acne
COMPLAINING O FSTAYING AWAKE,Insomnia
Sudden knees hurt,Joint Pain
Mild pounding head,Headache
Recurring red eyes every morning,Eye Pain
I owke up with crying a lot,Depression
NOT SURE IF IT IS PIMPLES OR SOMETHING ELSE,Acne
Chronic can't stop coughing,Cough
Suffering from red spots for 3 days,Skin Rash
My backache is getting unbearable,Back Pain
Sudden splitting headache,Headache
Feeling of cut my finger thruoghout the day,Cut
Please tell me what to do about dry cough,Cough
Suddenc an't poop,Constipation
Dealing with no energy,Fatigue
Suffering from anxious for 3 days,Anxiety
"Help, I have panicking",Anxiety
I think I have want to vomit,Nausea
suffering fro mfeeling down,Depression
i have no motivation,Depression
Painful constipation on my left side,Constipation
Not sure if it is vision problems or something else,Eye Pain
Lately I have pain in tooht,Toothache
severe earache,Earache
I owke up with urge to vomit,Nausea
Sudden pain in tooth,Toothache
Lately I have can't poop,Constipation
I'veb een having no motivation,Depression
Constant room is spinning keeps me awake,Dizziness
Feeling of queasy throguhout the day,Nausea
Suffering from short of breath for 3 days,Shortness of Breath
not sure if it is knees hurt or something else,Joint Pain
Constant red eyes keeps me awake,Eye Pain
Suffering from upset stomach for 3 days,Diarrhea
Complaining of okay,Non-Medical
I can't shake this red eyes,Eye Pain
I think I have high temp,Fever
Can you help with drainde?,Fatigue
My problem is red spots,Skin Rash
i can't shake this knees hurt,Joint Pain
PAINFUL DRAINED ON MY LEFT SDIE,Fatigue
Recurring scratchy throat every morning,Sore Throat
"Doctor, I have staying awake",Insomnia
It started as a back hurts but now it's worse,Back Pain
Can you help with pulled a muscle in my back?,Back Pain
DEALING WITH RANDOM TEXT,Non-Medical
severe abdominal pain,Abdominal Pain
I think I have throat hurts,Sore Throat
I have runnyt ummy,Diarrhea
Not sure if it is panic attack or something else,Anxiety
"Doctor, I have shivering",Fever
Recurring pain in my joints every mornign,Joint Pain
PAINFUL RUNNY NOSE ON MY LEFT SIDE,Allergies
"Help, I hav ehigh temp",Fever
sick to my stomach,Nausea
I have zits,Acne
Painful itchy skin on my left side,Skin Rash
It feels like sore throat,Sore Throat
can you help with room is spinning?,Dizziness
Suffering from pimples,Acne
Suffering from cramps for 3 days,Abdominal Pain
Dealing with constipation,Constipation
My sore throat is egtting unbearable,Sore Throat
"Hlep, I have hard stool",Constipation
CHRONIC FEELING WEKA,Fatigue
pai nin my back,Back Pain
"Help, I have urge to vomit",Nausea
Mild blocekd ear,Earache
Constant thank you keeps me awake,Non-Medical
Suffering from ear hurts,Earache
i wokeu p with feel sick,Nausea
My prbolem is gasping for air,Shortness of Breath
Constant cut my fniger keeps me awake,Cut
I woke up with hacking cough,Cough
Recurring queasy every morning,Nausea
Is pimples something to worry about?,Acne
Constant earache keeps mea wake,Earache
Lately I have bleeding,Cut
I have allergies,Allergies
eFeling of thank you throughout the day,Non-Medical
I htink I have hay fever,Allergies
It feels like allergic reaction,Allergies
Do you think itchy bumps is serious?,Skin Rash
Lately I have queasy,Nausea
I think I have breakouts,Acne
My problem is panicking,Anxiety
Sudden tickle in throat,Cough
It started as a hay fever but now it's worse,Allergies
Painful can't stop coughing on my left side,Cough
It started as a thanks but now it's worse,Non-Medical
d oyou think winded easily is serious?,Shortness of Breath
Do you think insomnia is serious?,Insomnia
Recurring zits every morning,Acne
Sufferign from skin burn for 3 days,Burn
My pain when swallowing is getting unbearable,Sore Throat
Recurring dizzy eevry morning,Dizziness
Chornic pressure in chest,Chest Pain
My scratchy throat is getting unbearable,Sore Throat
Complaining of fatigue,Fatigue
My spine hurts is getting unberaable,Back Pain
SUFFERING FROM PRESSURE IN CHEST FOR 3 DAYS,Chest Pain
I am experiencingz its,Acne
Please tell me what to do about vertigo,Dizziness
Mild stomach ache,Abdominal Pain
Chronic back hurts,Back Pain
painful stomach upset on my left side,Nausea
Constant sore throat keeps me awake,Sore Throat
lowre back pain,Back Pain
I have sneezing,Allergies
Is frequent bathroom trips something to worry about?,Diarrhea
Can you help with bleeding?,Cut
I've been ahving runny tummy,Diarrhea
Painful tooth hurts on my left side,Toothache
Not sure if it is sick to my stomach or something else,Nausea
I have been dealing with lightheaded fora  week,Dizziness
I have been dealing with itchy eyes for a week,Eye Pain
Mild panciking,Anxiety
my problem is no energy,Fatigue
Not sure if it is burning up or something else,Fever
Painful wound on my left side,Cut
Dealing with minor burn,Burn
It started as a exhausted but now it's worse,Fatigue
"Doctor, I have pain in chest",Chest Pain
DO YOU THINK SCRATCH IS SERIOUS?,Cut
Constant tooth hurts keeps me awake,Toothache
I HAVE VERTIGO,Dizziness
Not sure if it is panic attack or something else,Anxiety
Please tell me what to do about constipated,Constipation
Mild throat hurts,Sore Throat
I have hopeless,Depression
Can you help with skin breakout?,Skin Rash
Feeling of lower back pain throughout the day,Back Pain
I've been having throbbing in my head,Headache
can't bretahe,Shortness of Breath
I have lightheaded,Dizziness
Sveere blocked ear,Earache
Not sure if iti s allergies or something else,Allergies
suffering from nausea for 3 days,Nausea
i've been having can't poop,Constipation
Painful constipated on my left side,Constipation
"Doctor, I have crying a lot",Depression
Lately I have shivering,Fever
Is feeling weak something to worry about?,Fatigue
toothache,Toothache
Sevree hard to breathe,Shortness of Breath
Lately I have depressed,Depression
Not sure if it is pain in tooth or something else,Toothache
i have elbows ache,Joint Pain
chronic cryign a lot,Depression
My goodbye is getting unbearable,Non-Medical
Not sure if it is red eyes or something else,Eye Pain
I think I have cut myself,Cut
It feels like trouble sleeping,Insomnia
i hvae head hurts,Headache
Not sure if it is testing or somethign else,Non-Medical
Painful feeling hot on my left side,Fever
LATELY I HAV EPAIN IN MY GUT,Abdominal Pain
It feels like depressed,Depression
hay fever,Allergies
Lately I have arthritis pain,Joint Pain
"Doctor, I have ringing in ears",Earache
Lateyl I have backed up,Constipation
It feels like joint pain,Joint Pain
Chronic no energy,Fatigue
Painful temperature is high on my left side,Fever
Complaining of high temp,Fever
Suffering from apin in ear for 3 days,Earache
Dealing with gasping for air,Shortness of Breath
I woke up with no motivation,Depression
Chroni cbackache,Back Pain
My problem is can't poop,Constipation
joint pain,Joint Pain
Recurring touched something hot every morning,Burn
Do you think upset stomach is serious?,Diarrhea
i have tichy eyes,Eye Pain
"Help, I have joint pain",Joint Pain
SUDDNE TROUBLE SLEEPING,Insomnia
I think I have sneezing,Allergies
PLEASE TELL ME WHAT TO DO ABOUT DRAINED,Fatigue
Do you think pain in tooth is serious?,Toothache
MY PROBLEM IS ACNE,Acne
please tell me what to do about tickle in throat,Cough
ic an't shake this hopeless,Depression
stress,Anxiety
Do you think stomach ache is serious?,Abdominal Pain
Complaining of vertigo,Dizziness
It started as a want to vomit ubt now it's worse,Nausea
Feeling of unsteady throughout the day,Dizziness
Not sure if it is vision problems or something else,Eye Pain
I have been dealing with runny nose fora  week,Allergies
Do you think bolcked ear is serious?,Earache
Mild chills,Fever
backaceh,Back Pain
It feels like bacekd up,Constipation
CONSTANT SORE THROAT KEEPS ME AWAKE,Sore Throat
i've been having how are you,Non-Medical
My stiff joints is getting unbearable,Joint Pain
I can't shake this stomahc upset,Nausea
please tell me what to do about pain when swallowing,Sore Throat
I can't shake this fveer,Fever
I can't shake this depressed,Depression
Feeling of allergic reaction throughout the day,Allergies
Severe sleepy all the time,Fatigue
It feels like feeling faint,Dizziness
IT FEELS LIKE ACNE,Acne
Please tell me what to do about can't breathe,Shortness of Breath
I think I haev vision problems,Eye Pain
My problem is carmps,Abdominal Pain
Severe who are you,Non-Medical
I've been having tummy hurts,Abdominal Pain
I woke up with vertigo,Dizziness
Suffering from hacking cough,Cough
CAN YOU HELP WITH PIMPLE?S,Acne
I can't shake this abdomianl pain,Abdominal Pain
It started as a crying a lot but now it's worse,Depression
My tooth hurts is getting unbearable,Toothache
Dealing with touched something hot,Burn
Suffering from cryinga  lot for 3 days,Depression
Dealing with panic attack,Anxiety
"help, i have acne",Acne
I can't shake this constipation,Constipation
My burning throat is getting unbearable,Sore Throat
Can you help with high temp?,Fever
Please tell me what t odo about burned myself,Burn
I have elbows cahe,Joint Pain
dizzy,Dizziness
Suffering from do you like cars,Non-Medical
I can't shake this loose stools,Diarrhea
Severe hot forehead,Fever
I ma experiencing sore throat,Sore Throat
COMPLAINING OF TOOTHACHE,Toothache
Suffering from stomach upset,Nausea
I have been dealing with sore throat for a week,Sore Throat
feeling of throat hurts throughout the day,Sore Throat
I HAVE TEMPERATURE IS HIHG,Fever
I've been having temperature is high,Fever
"Doctor, I have abdominal pain",Abdominal Pain
do you think feeling efficient is serious?,Anxiety
My nervous is getting unbearable,Anxiety
"Help, I have feel sick",Nausea
Suffering from nseezing,Allergies
My runny nose is getting unbearable,Allergies
Suffering from pressure in chest for 3 days,Chest Pain
"Help, I have hot forehead",Fever
Painful hacking cough on my left side,Cough
worn out,Fatigue
Suffering from worried sick,Anxiety
I have been dealing with loose sotols for a week,Diarrhea
Not sure if it is can't poop or something else,Constipation
Sudden queasy,Nausea
SEVERE BELLY PAIN,Abdominal Pain
Sudden blocked ear,Earache
Sudden dizzyh ead,Headache
Chronic belly pain,Abdominal Pain
Dealing with pimples,Acne
pleaes tell me what to do about can't stop coughing,Cough
I THINK I HAV EDIARRHEA,Diarrhea
"Help, Ih ave ear hurts",Earache
It feels like minor burn,Burn
Feeling of cut my finger thruoghout the day,Cut
i am experiecning cut my finger,Cut
Complaining of stiff joints,Joint Pain
is tummy hurts something to worry about?,Abdominal Pain
it started as a feel sick but now it's worse,Nausea
Sudden migraine,Headache
Mild no motivation,Depression
It started as a spots on face but now it's worse,Acne
Dealing with splitting headache,Headache
Chronic pimples,Acne
Sudden tossing adn turning,Insomnia
can you help with touched something hot?,Burn
Constant runnyn ose keeps me awake,Allergies
"Doctor, I have runny tummy",Diarrhea
"Doctor, I have pain in my ksull",Headache
Please tell me what to do about itchy ubmps,Skin Rash
I woke up with pain in ear,Earache
I have been dealing with blocked ear for a week,Earache
My problem is burned myself,Burn
Please tell me what to do about feel sick,Nausea
I've bee nhaving tossing and turning,Insomnia
Suffering from fatigue,Fatigue
Complaining of feeling hot,Fever
Complaining fo allergic reaction,Allergies
Suffering from bad cough,Cough
Feeling of sharp pain in chest throughout the day,Chest Pain
Complaining of staying awake,Insomnia
'Ive been having bleeding,Cut
Do you think pain in ey eis serious?,Eye Pain
I am experiencing sensitive teeth,Toothache
feeling sad,Depression
"help, i hvae no motivation",Depression
feeling of tikcle in throat throughout the day,Cough
Complaining of feeling sad,Depression
Recurring stomach ache every morning,Abdominal Pain
Recurring cramps every morning,Abdominal Pain
I woke up with lower back pian,Back Pain
Dealing with allergies,Allergies
It started as a queasy but now it's worse,Nausea
Can you help with scratch?,Cut
It feels like worn out,Fatigue
My dizzy is getting unbearable,Dizziness
Chronic can't breahte,Shortness of Breath
IT FEELS LIKE VERTIGO,Dizziness
"Help, I have pain ni tooth",Toothache
Painful spots on face on my left side,Acne
I think I have sunburn,Burn
Do you think tooth hurts is serious?,Toothache
I woke up with pain in my back,Back Pain
"Help, I have hives",Skin Rash
"doctor, i have what is your name",Non-Medical
i think i have back hurts,Back Pain
"Doctor, I have spine hurts",Back Pain
I've bene having sunburn,Burn
Please tell me what to od about head hurts,Headache
Suddenw inded easily,Shortness of Breath
It feels like backache,Back Pain
Recurring chest feels tight every morning,Shortness of Breath
MY JOINT PAIN IS GETTING UNBEARBALE,Joint Pain
I think I have tooth hurts,Toothache
MILD TROUBLE SLEEPING,Insomnia
It started as a runny tummy but now it's worse,Diarrhea
Mildb acked up,Constipation
Painful hard to breathe on my left side,Shortness of Breath
